number	number_sup	trip	trip_sup	boatname	master	tonnage	type_of_boat	built	bought	hired	yard	chamber	departure_date	departure_harbour	cape_arrival	cape_departure	cape_call	arrival_date	arrival_harbour	next_voyage	particulars
1908		1		HUIS TE ROZENBURG	Herman Jurriaansz. Doel	576	fluit	1702			A	A	1703-01-22	Texel	1703-05-20	1703-06-08	true	1703-08-10	Batavia	6132	
1909		6		SION	Jan Meier	740		1686			D	A	1703-01-22	Texel	1703-10-15	1703-11-08	true	1704-01-28	Ceylon		The ship stayed at Lisbon till 30-06-1703. Laid up and sold at Batavia in 1709.
1910		3		UNIE	Christiaan van Leeuwen	1080	pinas	1696			A	A	1703-01-22	Texel	1703-05-20	1703-06-08	true	1703-08-07	Batavia	6103	
1911		2		GENERALE VREDE	Diedlof Kroes	1008	pinas	1699			A	A	1703-01-22	Texel	1703-05-09	1703-05-26	true	1703-08-05	Batavia	6105	
1912		2		ABBEKERK	Adriaan Gelijnsz.	242	fluit	1698			H	Z	1703-02-22	Wielingen	1703-06-07	1703-07-16	true	1703-09-12	Batavia	6112	
1913		4		KARTHAGO	Isaak Keuvel	759		1692			Z	Z	1703-02-22	Wielingen	1703-05-27	1703-06-16	true	1703-08-12	Batavia	6147	
1914		3		VRIJBURG	Marten Engele	784		1695			Z	Z	1703-02-22	Wielingen	1703-06-03	1703-07-16	true	1703-09-11	Ceylon	6111	
1915		1		WAARDE	Jakob de Jong	830		1702			Z	Z	1703-02-22	Wielingen	1703-06-17	1703-07-27	true	1703-09-22	Batavia	6163	
1916		5		BELOIS	Jakob van Belle	506	fluit	1687			D	R	1703-04-27	Goeree	1703-09-12	1703-10-08	true	1703-12-13	Batavia	6113	
1917		2		SCHOONDERLOO	Willem Elshoek	622	fluit	1693			D	D	1703-04-27	Goeree	1703-08-31	1703-10-06	true	1703-12-14	Batavia	6116	
1918		6		BERKEL	Isaak Philipsz.	280	fluit	1689			D	A	1703-04-28	Texel	1703-10-01	1703-11-04	true	1704-01-20	Batavia		The ship was laid up at Batavia in 1710
1919		4		DRIE KRONEN	Meindert de Boer	1075	pinas	1693			A	A	1703-04-28	Texel	1703-08-28	1703-10-15	true	1703-12-09	Batavia	6176	1708.
1920		1		LOKHORST	Hendrik Som	612	fluit	1702			E	E	1703-04-28	Texel	1703-10-04	1703-11-07	true	1704-01-20	Batavia		
1921		5		NICHTEVECHT	Kornelis de Vlaming	825	pinas	1692			A	A	1703-04-28	Texel	1703-08-30	1703-10-15	true	1703-12-09	Batavia		Laid up at Batavia in 1711.
1922		2		OEGSTGEEST	Martinus van Dijk	576	hekboot	1699			A	H	1703-04-28	Texel	1703-10-11	1703-11-08	true	1704-01-13	Batavia	6131	
1923		6		LEK	Gerrit Koek	762	pinas	1686			A	A	1703-05-27	Texel	1703-10-14	1703-11-12	true	1704-01-20	Batavia		Laid up at Batavia in 1707.
1924		1		HUIS TER BOEDE	Jan Hoebeek	642		1702			Z	Z	1703-06-14	Wielingen	1703-11-04	1703-12-14	true	1704-03-19	Batavia	6178	
1925		4		KATTENDUK	Huibrecht Kakelaar	759		1694			Z	Z	1703-06-14	Wielingen	1703-10-30	1703-12-14	true	1704-02-29	Batavia	6130	The master died during the voyage.
1926		1		HAZELNOOT	Jan Haysen	130	galjoot	1698			A	A	1703-11-17	Texel	1704-04-26	1704-05-12	true	1704-07-20	Batavia	6152	
1927		1		SINT JAN	Jan Sanderus	130	galjoot	1703			A	A	1703-11-17	Texel	1704-04-24	1704-05-12	true	1704-07-07	Batavia		The ship was laid up at Batavia in 1709
1928		1		PRINS EUGENIUS	Klaas Nanningsz. Sanderus	874		1703			A	A	1703-11-19	Texel	1704-05-05	1704-06-01	true	1704-08-10	Batavia	6188	From 03-01 till 17-01-1704 at Portsmouth.
1929		1		HUIS TER HAAN	Albert Barendsz. Fokkes	322		1702			A	A	1703-11-19	Texel	1704-03-19	1704-03-30	true	1704-05-26	Batavia		
1930		3		HORSTENDAAL	Vis	688	pinas	1699			A	A	1703-11-19	Texel			false	1704-08-04	Batavia	6121	From 03-01 till 06-01-1704 back at Texel due to a storm; 12-01 till 16-01 at Portsmouth; 30-01 till 02-02 at Torbay; 04-02 till 24-02 again at Portsmouth where 3 seafarers ran away.
1931		1		RENSWOUDE	Leendert de Haan	588		1703			A	A	1703-11-19	Texel			true				The ship was wrecked at Ameland on 13-12-1703.
1932		3		THEEBOOM	Arie Schut	526	fluit	1699			A	A	1703-11-19	Texel	1704-05-05	1704-05-19	true	1704-07-20	Batavia	6128	The ship was back at Texel 27-12 till 06-01-1704 forced by a storm; 12-01 from till 17-01-1704 at Portsmouth. The passenger was a stowaway
1933		1		BOGAARD	Michiel Pietersz. van Parra	200	fluit	1703			D	D	1704-01-03	Goeree			false	1704-07-30	Batavia		From 06-01 till 17-01-1704 at Portsmouth. Again at Portsmouth 27-01 till 24-02-1704, due to a storm. 4 Seafarers ran away.
1934		3		HUIS TER DUINE	Pieter Opterwilt	588		1693			Z	Z	1704-01-03	Wielingen	1704-04-27	1704-05-17	true	1704-08-01	Batavia	6120	According to Coolhaas VI, 289, the HUIS TER DUINE arrived on 10-08-1704 at Batavia.
1935		4		GRIMMESTEIN	Dirk Krijne	759		1696			A	R	1704-01-03	Goeree	1704-05-26	1704-06-19	true	1704-08-22	Batavia	6125	With BOGAARD (1933) and REIGERSDAAL (1936) at Portsmouth, from 06-01 till 17-01-1704 and from 27-01 till 24-01-1704. Two seafarers ran away.
1936		5		REIGERSDAAL	Jakob Joppe de Jong	818	pinas	1691			A	D	1704-01-03	Goeree	1704-05-22	1704-06-01	true	1704-08-01	Batavia		At Portsmouth from 06-01 till 17-01-1704 and from 27-01 till 24-02-1704. Two seafarers embarked. According to Coolhaas VI, 289, the REIGERSDAAL arrived on 10-08-1704 at Batavia. Laid up and sold at Batavia in 1709.
1937		1		SCHONEWAL	Jakob de Bije	632	jacht	1703			Z	Z	1704-01-03	Wielingen	1704-05-12	1704-06-02	true	1704-08-04	Batavia	6197	
1938		1		ZEEHAAN		130		1702			E	E	1704-01-09	Texel	1704-06-10	1704-06-15	true	1704-09-08	Ceylon	6135	
1939		3		GEELVINK	Christiaan Zwart	380	jacht	1696			A	A	1704-01-12	Texel	1704-07-30	1704-08-18	true	1704-11-09	Batavia		From 05-02 till 04-03-1704 at Ireland due to a storm; from 14-04 till 18-04-1704 at S. Tiago. The 2 passengers were stowaways. The ship was laid up at Batavia in 1711.
1940		1		HAMER	Kornelis Zeeman	170		1702			A	A	1704-01-12	Texel	1704-06-29		true	1704-06-29	The Cape		
1941		3		ASSENDELFT	Pieter Jansz. Bot	816	pinas	1694			A	Z	1704-02-27	Wielingen	1704-06-17	1704-07-08	true	1704-09-24	Batavia	6118	
1942		4		DOMBURG	Bartholomeus le Fain +	759		1690			Z	Z	1704-02-27	Wielingen	1704-06-02	1704-06-28	true	1704-08-28	Batavia	6119	The master died and he was succeeded by Martinus Pattemier.
1943		3		HUIS TE BIJWEG	Jakob Verzijde	392	fluit	1699			A	D	1704-05-09	Goeree	1704-10-10	1704-12-19	true	1705-04-04	Batavia		From 10-10 till 22-11-1704 at Saldanha Bay.
1944		4		HUIS OVERRIJP	Wessel van Neerkassel	436	fluit	1693			H	R	1704-05-09	Goeree	1704-09-12	1704-10-10	true	1705-01-19	Batavia		The ship was laid up at the Cape in 1710. The two passengers were stowaways.
1945		1		BREDENHOF	Jan Portier	586	fluit	1703			H	H	1704-05-11	Texel	1704-10-25	1704-12-19	true	1705-04-19	Batavia	6187	From 13-10 till 14-10-1704 at Dasseneiland and from 15-10 till 22-10-1704 at Saldanha Bay.
1946		3		LIEFDE	Jakob Broek	1009	pinas	1698			A	A	1704-05-11	Texel	1704-09-04	1704-10-05	true	1704-12-15	Batavia	6157	
1947		5		HUIS TE LOO	Kornelis Kool	875	pinas	1691			A	A	1704-05-11	Texel	1704-09-04	1704-10-05	true	1704-12-18	Ceylon	6142	
1948		3		HUIS TE NIEUWBURG	Leendert Klaasz. Broek	618	hekboot fluit	1697			A	H	1704-05-11	Texel	1704-10-02	1704-11-06	true	1705-01-28	Batavia	6151	One passenger was a stowaway.
1949		5		SPIEGEL	Jan Eekhout	831	pinas	1693			A	A	1704-05-11	Texel	1704-09-09	1704-10-05	true	1704-12-10	Batavia	6133	One child was born during the voyage.
1950		1		BON	Klaas Kompas	600	fluit	1703			A	A	1704-06-16	Texel	1704-12-16	1705-01-18	true	1705-05-14	Batavia	6165	The ship was together with the KONING KAREL DE DERDE (1952) and the VOSMAAR (1953) (forced by a storm) at Annabon 14-10 till 19-10-1704 and at St. Helena from 12-11 till 19-11-1704.
1951		5		GENT	Willem Knot	816		1693			E	E	1704-06-16	Texel	1704-12-15	1705-01-13	true	1705-05-14	Batavia		
1952		1		KONING KAREL DE DERDE	Herman Stellingwerf	830		1704			A	A	1704-06-16	Texel	1704-12-16	1705-01-05	true	1705-04-06	Batavia	6161	In a storm main mast was damaged and the ship ran aground at Annabon, from 14-10 till 19-10-1704. From 12-11 till 19-11-1704 at St-Helena.
1953		5		VOSMAAR	Thomasz.	759		1691			Z	A	1704-06-16	Texel	1704-12-15	1705-01-05	true	1705-04-05	Batavia		In a storm the ship lost the bowsprit, and took refuge at Annabon from 14-09 till 29-09-1704. From 12-11 till 19-11-1704 at St. Helena.
1954		1		HOEDEKENSKERKE	Paulus Visser	830		1704			Z	Z	1704-10-13	Wielingen	1705-03-07	1705-04-14	true	1705-06-29	Batavia	6141	
1955		1		NEPTUNUS	Pieter Oostendorp	858		1704			A	A	1704-10-13	Texel	1705-03-09	1705-03-28	true	1705-06-25	Batavia	6173	From 17-10 till 18-10-1704 at Plymouth. Four passengers were stowaways.
1956		5		OOSTERSTEIN	Jan de Wersijn	1139		1693			Z	Z	1704-10-13	Wielingen	1705-03-07	1705-04-14	true	1705-07-08	Batavia	6174	
1957		1		SLOTEN	Koert Gerrits	610	fluit	1704			A	A	1704-10-13	Texel	1705-03-08	1705-03-27	true	1705-07-08	Batavia	6198	
1958		4		DONKERVLIET	Gerrit van der Zijde	794		1696			Z	D	1704-12-24	Goeree	1705-05-02	1705-05-16	true	1705-08-20	Batavia	6136	
1959		1		MONSTER	Jan Walburg	572	fluit	1704			R	R	1704-12-24	Goeree	1705-05-30	1705-06-18	true	1705-09-10	Batavia		on 30-06-1708 and was lost.
1960		1		TER AA	Pieter Sliedrecht	210		1704			A	E	1705-01-08	Texel	1705-04-29		true	1705-04-29	The Cape		
1961		4		BERKENRODE	Jan Jansekin	635	fluit	1694			A	E	1705-01-08	Texel			true				The ship was captured on 14-02-1705 by two pirates from St. Malo.
1962		3		FLORA	Jakob Regenboog	554	fluit	1699			A	A	1705-01-08	Texel	1705-05-20	1705-06-18	true	1705-08-23	Ceylon		Laid up at Batavia on 31-01-1711.
1963		1		HAM	Karel Lavia	580	fluit	1704			H	H	1705-01-08	Texel	1705-05-29	1705-06-18	true	1705-08-24	Batavia	6160	stayed from 10-03 till 13-03-1705 at S. Tiago.
1964		2		HUIS TE HEMERT	Jakob Willemsz.	612	fluit	1701			A	A	1705-01-08	Texel	1705-05-26	1705-06-18	true	1705-08-20	Batavia	6148	passengers were stowaways.
1965		3		SCHOONDERLOO	Paulus Kroon	622	fluit	1693			D	A	1705-01-08	Texel	1705-06-05	1705-06-18	true	1705-09-03	Batavia	6138	The passengers was a stowaway.
1966		4		UNIE	Adriaan Bogaard	1080	pinas	1696			A	A	1705-01-08	Texel	1705-06-11	1705-06-29	true	1705-09-08	Batavia	6143	19-03-1705 at S. Tiago; 4 French prisoners were taken aboard.
1967		3		GENERALE VREDE	Egbert Kalf	1008	pinas	1699			A	A	1705-01-08	Texel	1705-05-05	1705-05-29	true	1705-07-26	Batavia	6144	
1968		2		ZANDHORST	Jan de Rode	520	fluit	1701			A	A	1705-01-08	Texel	1705-06-11	1705-08-06	true	1705-10-22	Batavia	6164	At S. Tiago from 14-03 till 19-03-1705. One seafarer and one soldier disembarked.
1969		2		DIEMEN	Marten Engele	596	fluit	1700			A	Z	1705-03-01	Wielingen	1705-06-14	1705-07-16	true	1705-10-02	Batavia	6149	
1970		2		GANSENHOEF	Joost de Vlieger	640	fluit	1702			A	Z	1705-03-01	Wielingen	1705-06-14	1705-07-16	true	1705-09-10	Batavia	6137	
1971		5		SIRJANSLAND	Kornelis Balle	759		1691			Z	Z	1705-03-01	Wielingen	1705-06-12	1705-07-16	true	1705-09-16	Batavia		The ship stayed from 07-03 till 18-03-1705 at Falmouth. Laid up at Batavia in 1711.
1972		2		WESTHOVEN	Jan Akkerman	776		1698			Z	Z	1705-03-01	Wielingen	1705-06-12	1705-07-02	true	1705-09-20	Batavia	6139	
1973		3		ABBEKERK	Frans Sombeek	242	fluit	1698			H	H	1705-05-10	Texel	1705-09-29	1705-11-01	true	1706-01-03	Batavia	6170	
1974		1		BELVLIET	Anthonie Chef	586	fluit	1704			E	E	1705-05-10	Texel	1705-10-25	1705-11-30	true	1706-02-24	Batavia	6167	
1975		5		BRANDENBURG	Klaas Schacht	817		1690			A	A	1705-05-10	Texel	1705-09-12	1705-10-09	true	1705-12-28	Ceylon		Laid up at Batavia in 1711.
1976		6		DRIEBERGEN	Jan Palestein	616	fluit	1692			A	A	1705-05-10	Texel	1705-11-11	1705-12-10	true	1706-02-16	Batavia		The passenger was a stowaway. Laid up at Batavia on 11-01-1714.
1977		4		HOF VAN ILPENDAM	David Kodde	700	pinas	1691			A	A	1705-05-10	Texel	1705-09-29	1705-11-07	true	1706-01-18	Batavia		Among the passengers was the reverend Francois Valentijn. Laid up at Batavia in 1713.
1978		1		RIJNENBURG	Jan de Klunder	618	fluit	1704			A	A	1705-05-10	Texel	1705-10-02	1705-11-07	true	1706-02-13	Batavia	6203	
1979		4		VRIJBURG	Diedlof Kroes	784		1695			Z	A	1705-05-10	Texel	1705-09-12	1705-10-02	true	1705-12-18	Batavia	6150	
1980		5		IJSSELMONDE	Kornelis van Overraad	832		1693			R	R	1705-05-20	Goeree	1705-09-28	1705-10-31	true	1706-01-02	Batavia	6175	The passenger was a stowaway.
1981		1		WASSENAAR	Melchior de Vos	804		1704			D	D	1705-05-20	Goeree	1705-09-11	1705-10-02	true	1705-12-23	Batavia	6193	
1982		6		BELOIS	Cent van Dongen	506	fluit	1687			D	Z	1705-10-02	Wielingen	1706-02-06	1706-03-01	true	1706-08-28	Ceylon		16-11-1716.
1983		1		HERSTELDE LEEUW	Kornelis Gillisz.	1138		1704			Z	Z	1705-10-02	Wielingen	1706-02-25	1706-03-23	true	1706-06-17	Batavia	6189	
1984		1		BAARZANDE	Ameland Jansz.	786		1705			A	A	1705-11-16	Texel	1706-05-09	1706-05-30	true	1706-08-19	Batavia	6218	till 18-01-1706 at Portsmouth.
1985		2		BEVERWAART	Hendrik Jurriaansz. Ben.	760		1702			A	A	1705-11-16	Texel	1706-05-04	1706-05-30	true	1706-08-16	Batavia	6153	At Duins from 19-11-1705 till 02-01-1706; at Portsmouth from 04-01 till 18-01-1706.
1986		1		LIMBURG	Klaas Maas	810		1704			A	A	1705-11-16	Texel	1706-05-04	1706-05-25	true	1706-07-28	Batavia	6190	Three seafarers and one soldier deserted.
1987		1		ZUIDERBURG	Joris Vis	618	fluit	1704			A	A	1705-11-16	Texel	1706-05-04	1706-05-30	true	1706-08-08	Batavia	6184	At Duins from 19-11-1705 till 02-01-1706. At Portsmouth 07-01-1706 till 18-01-1706.
1988		5		GRIMMESTEIN	Robbert de Groot	759		1696			A	D	1706-01-04	Goeree	1706-05-02	1706-05-25	true	1706-07-30	Batavia	6155	
1989		2		SUIKERMOLEN	Jakob Bogaard	720	fluit	1701			Z	R	1706-01-04	Hellevoetsluis	1706-05-12	1706-06-08	true	1706-08-16	Batavia		Laid up at Batavia on 24-06-1716.
1990		4		ASSENDELFT	Klaas Jansz. Neuselaar	816	pinas	1694			A	E	1706-01-20	Texel			true				Taken by three French ships on 13-04-1706.
1991		2		DEN BERG	Adriaan Timmerman	836		1701			A	A	1706-01-20	Texel	1706-06-18	1706-08-10	true	1706-10-26	Batavia	6159	The passenger at departure was a stowaway. From 31-01 till 03-02-1706 at Portsmouth, from 12-02 till 23-02-1706 at Torbay.
1992		1		HOGESTELT	Jan de Rooy	800		1705			A	A	1706-01-20	Texel			true				Taken by three French ships and burnt on 13-04-1706.
1993		4		HORSTENDAAL	Arie Schut	688	pinas	1699			A	A	1706-01-20	Texel	1706-06-26	1706-07-31	true	1706-10-07	Batavia	6156	From 31-01 till 03-02-1706 at Portsmouth; at Torbay from 12-02 till 23-02-1706.
1994		4		JERUSALEM	Willem Mina	622	fluit	1693			R	H	1706-01-20	Texel	1706-06-25	1706-07-31	true	1706-10-12	Batavia		The passenger was a stowaway. From 31-01 till 03-02-1706 at Portsmouth; at Torbay from 12-02 till 23-02-1706.
1995		1		SCHELLENBERG	Dirk Korver	630	fluit	1705			A	A	1706-01-20	Texel	1706-06-26	1706-07-31	true	1706-10-06	Batavia	6166	One of the passengers was a stowaway, another one was found at the Cape. From 30-01 till 03-02-1706 at Portsmouth; from 12-02 till 23-02-1706 at Torbay.
1996		1		DONAU	Jakob Pikkereeuw	794		1705			Z	Z	1706-02-20	Wielingen	1706-07-26	1706-08-18	true	1706-10-29	Batavia	6202	From 06-03 till 08-03-1706 at the Orcades.
1997		4		THEEBOOM	Pieter Opterwilt	526	fluit	1699			A	Z	1706-02-20	Wielingen	1707-03-31	1707-05-06	true	1707-07-30	Batavia	6177	From 04-04 till 18-09-1706 in Norway.
1998		2		KIEFHOEK	Dirk Krijne	832		1701			R	R	1706-05-04	Goeree	1706-08-16	1706-09-16	true	1706-12-02	Batavia	6179	
1999		1		NATERS	Leendert Haveluk	210	jacht	1705			D	D	1706-05-04	Goeree	1706-08-28	1706-09-16	true	1706-12-02	Batavia		The passenger at departure was a stowaway. The ship was laid up at Batavia on 18-10-1718.
2000		1		HARINGTUIN	Huibert Vermeulen	618	fluit	1705			E	E	1706-05-09	Texel	1706-10-21	1706-11-27	true	1707-02-04	Batavia	6253	From 17-05 till 07-06-1706 at Torbay.
2001		6		SPIEGEL	Herman Jurriaansz. Daal	831	pinas	1693			A	A	1706-05-09	Texel	1706-10-19	1706-11-19	true	1707-01-30	Batavia		07-06-1706. Laid up at Batavia in 1712.
2002		3		OEGSTGEEST	Jan Eekhout	576	hekboot	1699			A	A	1706-05-09	Texel	1706-10-24	1706-12-04	true	1707-03-02	Batavia	6181	07-06-1706.
2003		2		HUIS TE ROZENBURG	Herman de Marre	576	fluit	1702			A	A	1706-05-09	Texel	1706-12-11	1707-01-19	true	1707-04-27	Batavia	6182	From 17-05 till 07-06-1706 at Torbay.
2004		4		VENHUIZEN	Simon Stevenant	250	fluit	1697			E	H	1706-05-09	Texel	1706-10-21	1706-11-27	true	1707-02-16	Batavia		At Torbay from 17-05 till 07-06-1706. Laid up at Batavia in 1711.
2005		2		ZOELEN	Christiaan Zwart	656	fluit	1699			R	A	1706-05-09	Texel	1706-12-25	1707-01-19	true	1707-05-03	Batavia		At Torbay from 17-05 till 07-06-1706. Laid up at Batavia on 11-01-1714.
2006		5		DOMBURG	Jan van Munkhoven	759		1690			Z	Z	1706-06-13	Vlissingen			true				13-07-1706 taken by seven French ships.
2007		3		CONCORDIA	Anthonie Kornelisz. Richtsnoert	900		1696			D	Z	1706-07-29	Wielingen	1706-12-12	1707-01-08	true	1707-04-06	Batavia	6183	The master died between the Cape and Batavia.
2008		2		PETER EN PAUL	Hendrik Matthijsz.	278	fregat	1697			A	A	1706-11-02	Texel	1707-02-20	1707-03-08	true	1707-05-20	Batavia		The passenger was a stowaway. Laid up on 30-11-1717 at Batavia.
2009		1		DUIVENVOORDE	Jakob van den Akker	620		1705			R	R	1706-12-21	Goeree	1707-08-21	1707-09-14	true	1707-12-11	Batavia	6185	Second departure on 08-01-1707 from Texel. From 09-02 till 21-04-1707 in England.
2010		4		SCHOONDERLOO	Jakob Arendsz. Verduin	622	fluit	1693			D	D	1706-12-21	Goeree	1707-06-08	1707-07-02	true	1707-09-07	Batavia		The two passengers at departure were stowaways. From 05-01 till 07-02-1707 at Torbay.
2011		1		BARNEVELD	Adolf Hage	1008		1706			A	A	1706-12-25	Texel	1707-05-06	1707-06-10	true	1707-08-10	Batavia	6171	
2012		5		KATTENDIJK	Kornelis de Geus	759		1694			Z	A	1706-12-25	Texel	1707-04-16	1707-05-06	true	1707-07-10	Batavia		Two of the passengers were stowaways. The ship was wrecked in Sunda Strait in April 1709.
2013		1		KORSSLOOT	Jurriaan Wormer	630	fluit	1705			H	H	1706-12-25	Texel	1707-05-06	1707-06-15	true	1707-08-12	Batavia	6248	
2014		5		OVERNES	Pieter Kalis	616	fluit	1696			A	A	1706-12-25	Texel	1707-05-06	1707-05-31	true	1707-08-02	Batavia		The passengers were stowaways. Laid up at Batavia on 21-06-1718.
2015		2		TAXISBOOM	Dionys van Vlierden	614	fluit	1699			D	A	1706-12-25	Texel	1707-05-06	1707-05-23	true	1707-07-19	Batavia		The two passengers at departure were stowaways. The ship taken by pirates at the Smalle Baai in 1707.
2016		4		HUIS TER DUINE	Jan Tessing	588	jacht	1693			Z	Z	1707-01-06	Vlissingen	1707-05-06	1707-06-10	true	1707-08-11	Batavia		The ship was laid up at Batavia on 30-11-1717.
2017		1		VADERLAND GETROUW	Frans Buscop	848		1705			Z	Z	1707-01-06	Vlissingen	1707-05-05	1707-05-31	true	1707-08-07	Batavia	6214	One of the passengers was Jakob Roggeveen, later explorer of the Pacific (1721-1722).
2018		1		ARION	Jan Zandvoort	630	fluit	1706			A	A	1707-01-08	Texel	1707-06-13	1707-07-06	true	1707-09-15	Batavia	6231	Together with GAMRON (2019),'T GHIJN (2020), HUIS TE HEMERT (2021), HOEDEKENSKERKE (2022) and HUIS TE LOO (2023) 04-02 till 07-02-1707 at Duins and 07-02 till 27-02-1707 at Portsmouth. Among the passengers were four stow-aways.
2019		1		GAMRON	Jakob Weiland	848		1706			A	A	1707-01-08	Texel	1707-06-11	1707-07-03	true	1707-09-08	Batavia	6196	See no. 2018.
2020		2		'T GHIJN	Paulus Kroon	810		1701			A	A	1707-01-08	Texel	1707-06-11	1707-07-10	true	1707-09-11	Batavia	6169	See no. 2018. Among the passengers were two stowaways; one disembarked at the Cape.
2021		3		HUIS TE HEMERT	Lukas Koertsz. Wormer	612	fluit	1701			A	E	1707-01-08	Texel	1707-06-10	1707-07-03	true	1707-09-07	Batavia	6194	See no. 2018
2022		2		HOEDEKENSKERKE	Jakob Willemsz.	830		1704			Z	A	1707-01-08	Texel	1707-06-11	1707-07-03	true	1707-09-08	Batavia	6172	See no. 2018. Among the passengers were five stowaways.
2023		6		HUIS TE LOO	Haye Jansz.	875	pinas	1691			A	A	1707-01-08	Texel	1707-06-07	1707-07-02	true	1707-09-05	Ceylon	6180	See no. 2018.
2024		1		ZANDENBURG	Adriaan Tilburg	1136		1706			Z	Z	1707-03-04	Wielingen	1707-06-11	1707-07-03	true	1707-09-07	Batavia	6215	
2025		5		DONKERVLIET	Hendrik Stokman	794		1696			Z	R	1707-04-15	Goeree	1707-08-17	1707-09-14	true	1707-11-21	Batavia	6168	
2026		2		BEVERWIJK	Lukas Schrik	836		1700			A	A	1707-05-19	Texel	1708-01-23	1708-03-14	true	1708-06-06	Batavia	6201	Formosa. Two seafarers ran away and two more went over to the GEN-ERALE VREDE (2031).
2027		3		DIEMEN	Pieter Bol+	596	fluit	1700			A	H	1707-05-19	Texel	1708-01-23	1708-03-14	true	1708-06-06	Batavia	6221	was succeeded by Jakob de Graaf.
2028		3		GANSENHOEF	Daniel Engels	640	fluit	1702			A	A	1707-05-19	Texel	1708-01-23	1708-03-14	true	1708-06-09	Batavia	6265	See no. 2026. 2 Seafarers and 1 soldier ran away.
2029		3		HAAK	Kornelis Jongeboer	550	fluit	1699			E	E	1707-05-19	Texel	1708-01-23	1708-02-29	true	1708-05-26	Batavia		See no. 2026. 13 Men ran away. The ship was laid up at Batavia on 20-11-1715.
2030		5		UNIE	Hidding Idesz. Nooy	1080	pinas	1696			A	A	1707-05-19	Texel	1708-01-23	1708-03-14	true	1708-06-06	Batavia	6199	See no. 2026. Two seafarers and two soldiers deserted in Brazil; one passenger became a soldier.
2031		4		GENERALE VREDE	Gerrit Gerritsz. Boom	1008	pinas	1699			A	A	1707-05-19	Texel	1708-01-24	1708-03-14	true	1708-06-05	Batavia	6200	See no. 2026. Among the passengers was Louis van Assenburg, gouverneur of the Cape and a stowaway. In Brazil 3 men deserted.
2032		3		WESTHOVEN	Krijn Andriesz.	776		1698			Z	Z	1707-06-05	Vlissingen	1707-11-07	1707-12-08	true	1708-03-09	Ceylon	6195	
2033		2		ZUIDDORP	Jan Akkerman	1152		1701			Z	Z	1707-06-05	Wielingen	1707-11-07	1707-12-09	true	1708-02-29	Batavia	6216	
2034		5		VRIJBURG	Willem Elshoek	784		1695			Z	D	1707-10-24	Goeree	1708-07-24	1708-09-13	true	1708-12-02	Batavia	6219	From 26-10-1707 till 18-03-1708 at Portsmouth, where 18 men deserted. 11 Seafarers and 1 soldier were enlisted.
2035		1		MEERVLIET	Volkert Koeman	210	jacht? fregat?	1706			A	A	1707-11-14	Texel	1708-06-13		true	1708-06-13	The Cape	6186	
2036		1		SCHAGERHAAN	Sasker Rijpen	180		1706			E	E	1707-11-14	Texel	1708-06-13	1708-07-22	true	1708-10-11	Ceylon		The ship was taken by the French at Ceylon in 1709.
2037		1		NAGEL	Pieter Berkman	130		1702			A	A	1707-12-28	Texel	1708-05-10		true	1708-05-10	The Cape		The ship was burnt in the Saldanha Bay on 28-05-1709.
2038		1		KROMSTRIJEN	Dirk van der Meer	678	fluit	1706			R	R	1707-12-29	Goeree	1708-06-02	1708-07-04	true	1708-09-16	Batavia		Two of the passengers were stowaways. The ship was lost on a voyage to Bengal in 1709.
2039		2		SCHELLENBERG	Leendert de Koning	630	fluit	1705			A	D	1707-12-29	Goeree	1708-05-11	1708-06-17	true	1708-08-21	Batavia	6192	
2040		5		KARTHAGO	Joost de Vlieger	759		1692			Z	Z	1707-12-30	Rammekens	1708-07-19	1708-09-08	true	1709-01-16	Batavia		Till 18-03-1708 in England, where 23 men deserted. From 05-11 till 03-12-1708 at Mauritius. According to Coolhaas VI, 595,141 persons arrived at Batavia. Probably most of the passengers disembarked at Mauritius. Laid up at Batavia on 27-09-1720.
